Actor,A_Acc,Social_diversity,Type
438564,11084431,0.6931,Human
438565,6250877,0,Human
438567,6683358,1.0397,Human
438569,11027844,1.034,Human
438571,11081646,0.6365,Human
438572,11054920,1.2362,Human
438573,11027224,1.111,Human
438578,10914389,0.6547,Human
438580,8789464,0,Human
438581,4217989,1.4287,Bot
438582,11084601,1.1017,Human
438583,10840832,1.5395,Human
438588,9729151,0.8263,Human
438589,6378431,0.6924,Human
438590,11084791,1.0986,Human
438591,7605517,0,Human
438596,10997573,0.5623,Human
438599,10898995,1.2367,Human
438609,10832215,1.1596,Human
438611,11085182,0.876,Human
438612,11085182,0.8441,Human
438614,11085182,0,Human
438618,9177695,0,Human
438625,10192657,0.6931,Human
438626,11038685,1.0609,Human
438629,6904149,1.277,Human
438631,10957721,0.8791,Human
438632,11074646,0.6931,Human
438633,10988207,0.5004,Bot
438634,10855499,1.3138,Human
438635,7622578,0.6862,Bot
438640,6899577,0.7963,Human
438642,11076401,1.0114,Human
438643,7181127,0.6931,Human
438646,4893916,1.4244,Human
438647,10785482,0.693,Human
438650,11085644,0.5091,Human
438651,11084834,0.2062,Bot
438652,6625517,1.2493,Human
438656,10719377,0.8676,Human
438659,8087323,0,Human
438664,7607894,0,Human
438670,9354905,0.6931,Human
438673,11060409,0.2868,Human
438674,11059100,0.5623,Human
438679,11084252,0.5004,Human
438685,7509127,0,Human
438693,11085915,0.71,Human
438697,10893281,0.8676,Human
438699,8367968,0,Human
438707,6877925,1.251,Human
438710,7244064,0.915,Human
438711,8939901,0,Human
438718,6666702,0.7298,Human
438724,6989635,0,Human
438726,7537067,0.7344,Human
438730,10962980,0.9557,Human
438731,9212745,1.3733,Human
438732,7305958,1.1538,Human
438734,8347797,0.9556,Human
438737,9831365,0.7584,Human
438738,9212689,1.0359,Human
438739,8658433,0,Human
438740,11085182,0,Human
438742,8240440,0.9075,Human
438743,11085882,0,Bot
438746,7425923,0.5996,Human
438749,11082488,1.3275,Human
438751,9111602,1.3729,Human
438753,10768259,0.4101,Human
438754,8398652,0.8362,Human
438755,8661609,1.1418,Human
438756,11086477,0.9109,Human
438761,6714375,0.6931,Human
438762,11086529,0,Human
438763,6854515,0,Human
438768,7932412,0,Human
438772,11086585,0.7462,Human
438777,11086504,0.4741,Human
438780,11086674,0.8979,Human
438781,10124594,1.0579,Human
438783,7709675,0.9184,Human
438786,7579879,1.3762,Human
438788,9158349,1.2326,Human
438794,11085942,1.0986,Human
438795,11066813,1.2607,Bot
438800,9029598,1.2492,Human
438807,10106265,1.0435,Human
438808,11084829,0.2868,Bot
438809,11084831,0.3768,Bot
438810,11084836,0,Bot
438812,11084837,0.4563,Bot
438814,11084839,0.5091,Bot
438816,11084841,0.2868,Bot
438818,11084843,0.5661,Bot
438819,10207370,0.4724,Human
438821,10755369,0.6931,Human
438822,7163919,0,Human
438823,2388744,0,Human
438824,9942122,1.0311,Human
438825,4433956,0.8574,Human
438826,6695055,1.2555,Human
438828,7094478,0.9908,Human
438829,8020345,0.945,Human
438832,8562037,0.7684,Human
438834,10181824,0.5623,Human
438835,9628723,0,Human
438837,2412245,0,Human
438839,6947974,0.599,Human
438841,4820586,0,Human
438842,11063432,0,Human
438844,10461912,1.2031,Human
438845,8079099,0.3733,Human
438846,7029449,0.5623,Human
438848,11049833,1.2596,Human
438851,6291326,0.9354,Human
438852,10738648,1.0609,Human
438854,9390802,0,Human
438855,10822540,0.5004,Human
438856,11036800,0,Bot
438857,10925285,0.839,Human
438858,6607855,0.7796,Human
438859,6432655,0.9503,Human
438868,9031737,0.9557,Human
438869,10820376,0.7926,Human
438872,10827141,0,Human
438873,11036593,0.3949,Bot
438877,11036594,0.2155,Bot
438879,11073125,0.3301,Bot
438881,11073138,0.44,Bot
438886,11036596,0.4025,Bot
438887,10771179,1.0397,Human
438888,9324538,0.4095,Human
438890,11036597,0.4796,Bot
438891,9451929,1.2048,Human
438893,11036600,0.4758,Bot
438894,11036599,0.4191,Bot
438896,7354963,0,Bot
438897,11036603,0.5223,Bot
438899,6740418,0,Human
438903,11027921,0.7741,Bot
438907,6283202,0,Human
438913,6727783,0.6365,Human
438916,11081035,0.7306,Human
438918,9520633,1.0397,Human
438925,11036553,0.3292,Bot
438926,11085067,0.1192,Bot
438927,11036555,0.3737,Bot
438929,11036556,0.4595,Bot
438931,8299904,0,Human
438935,8183944,0,Human
438939,11039771,0.1461,Bot
438940,11087783,0.902,Human
438942,10113480,1.1988,Human
438943,7028146,1.0397,Human
438944,11072235,0.5623,Human
438947,9788662,0,Human
438951,9825599,0.6365,Human
438954,11087383,1.0549,Human
438964,11087835,1.0397,Human
438969,6378530,0,Human
438972,9463866,1.2783,Human
438973,7305958,0.613,Human
438974,11019221,1.1476,Human
438979,11009470,0.995,Human
438983,7318244,0.6365,Human
438984,10257101,0.9003,Human
438986,11087913,1.2421,Human
438987,4022185,0.8676,Human
438988,10532639,1.277,Human
438991,9013882,1.4053,Human
438993,9355771,0.9255,Human
438997,10865322,1.1838,Human
438999,8755363,0.5785,Human
439000,6153566,0.9701,Human
439002,8753146,0.673,Human
439005,6408406,1.2395,Human
439006,7998376,0,Human
439010,6337756,0.639,Human
439017,7462342,0,Human
439018,8828801,1.5183,Bot
439020,8109530,0.9806,Human
439021,7584160,0.6019,Human
439023,10932688,0,Human
439024,8851063,1.358,Human
439025,11088197,0.5623,Human
439027,7128349,0.6365,Human
439031,6559412,0.5945,Human
439032,7541880,0.0909,Human
439035,10898429,0.4506,Human
439037,11088260,1.1769,Human
439039,9616304,0,Human
439040,9652008,0.9761,Human
439043,10856146,0.9276,Human
439047,8022724,0.7114,Human
439053,9379899,1.0485,Human
439057,7043134,1.5607,Human
439058,9951678,0,Human
439061,6314856,0,Human
439062,11085068,0.6926,Bot
439063,6210303,0,Human
439064,8664929,1.5441,Human
439067,9703278,0.6238,Human
439069,6806007,0.5222,Human
439072,6411311,0,Human
439074,11088466,0,Human
439075,5615374,0.6931,Human
439077,11022727,0.4506,Human
439078,6558069,0.8487,Human
439080,11088499,0.9503,Human
439084,10394459,0.9027,Human
439089,6588924,0,Human
439091,11068567,0.9891,Human
439093,6942503,0.6931,Human
439096,8018114,1.2939,Human
439098,11088513,1.0889,Human
439101,9575836,0.7963,Human
439105,10419981,0.6853,Human
439110,11081799,0,Human
439112,8863888,1.5607,Human
439119,11088745,0.5799,Bot
439121,11085069,0.7023,Bot
439123,10971059,1.1433,Human
439124,9014019,0,Human
439127,10438865,0,Human
439129,7987254,0.6089,Human
439130,11077730,0,Human
439133,6411311,0,Human
439134,6720251,0.8676,Human
439135,7468305,0.8496,Human
439137,11085472,0.6829,Bot
439138,11085487,0.673,Bot
439139,11088908,0.5159,Human
439142,11075884,1.0397,Human
439145,11089009,0,Human
439147,10495640,0.8599,Human
439150,7609538,1.3195,Human
439151,10644853,0,Human
439153,10441360,1.3118,Human
439154,10754877,0,Human
439155,7666773,0.876,Human
439157,11089062,0.7474,Human
439159,8013039,0,Human
439161,8152988,1.1407,Human
439162,8625833,0.8029,Human
439164,9825732,0.6365,Human
439167,6873803,0,Human
439168,7844884,0.7801,Human
439170,11088980,0.8311,Human
439171,2627005,0,Human
439173,8251453,0,Human
439178,7008515,0.7519,Human
439179,11089238,0,Bot
439181,9703278,1.2918,Human
439188,11085198,0.7595,Human
439189,11086844,0,Human
439195,11087928,0.8978,Human
439197,6355785,1.0397,Human
439199,11089328,0.6616,Human
439201,10690244,0.6931,Human
439203,10992994,0,Human
439205,8733021,0,Human
439208,11016837,0,Bot
439209,7263688,0.9372,Human
439213,11079553,0,Human
439215,4972144,1.0144,Human
439220,6113211,1.0025,Bot
439221,11089251,0.2712,Human
439223,11065845,1.0549,Human
439226,10993377,0,Human
439229,7806867,1.1943,Human
439230,10626159,0,Human
439231,11089503,0.7733,Human
439232,10957597,0.8018,Human
439234,8839287,0.9557,Human
439235,11089721,1.0541,Bot
439237,10831957,0.6415,Human
439239,6493480,1.2007,Human
439240,4119788,1.1537,Human
439243,10813601,0.1513,Human
439245,8263006,0.6931,Human
439247,9218954,1.277,Human
439249,8038560,1.0688,Human
439251,11085071,0.744,Bot
439255,6511604,0.639,Human
439256,11089241,1.1184,Human
439257,11089844,1.4595,Human
439258,6895183,1.4007,Human
439259,8226557,0.8652,Human
439263,11089989,0.7054,Human
439264,4193799,0,Bot
439265,4288512,1.0397,Human
439266,8386868,0.6365,Human
439270,9889659,0,Human
439277,11090106,1.0549,Human
439281,10868069,0,Human
439283,9405988,1.0114,Human
439285,11090121,0.543,Bot
439286,6675175,0.8305,Human
439288,11009509,0.5983,Human
439290,10642933,1.0889,Human
439293,8666332,0,Human
439294,6670339,0.5834,Human
439299,11064202,0,Human
439304,6478371,0.7659,Human
439305,11089239,0.9118,Human
439307,6433841,1.1155,Human
439308,10953053,1.1801,Human
439310,8272771,0,Human
439311,7248171,1.004,Human
439312,11064211,0,Human
439313,10441260,0.5279,Human
439318,10973666,0.6931,Human
439319,11090353,0.6931,Human
439320,10822076,1.0042,Human
439328,7924182,0,Human
439330,7632549,1.1302,Human
439332,6555186,1.1793,Human
439334,10611941,0.8471,Human
439335,11090500,1.0397,Human
439337,10062449,0,Human
439338,11090427,0.4634,Human
439340,8714225,1.12,Human
439342,9947752,1.3322,Human
439344,10378712,0.6771,Human
439352,7209192,1.4272,Human
439356,8299904,0,Human
439357,11090698,0.8973,Human
439359,8951426,1.2324,Human
439361,10961614,1.3035,Human
439363,9951678,1.3229,Human
439366,11086443,1.1812,Human
439367,8290353,1.0549,Human
439368,0,0.6846,Bot
439371,8676787,0.6931,Human
439377,8768152,0.5623,Human
439378,10977590,1.2899,Human
439383,10034394,0.9833,Human
439384,7750773,0.6365,Human
439385,10892054,0.8152,Human
439386,4791109,0.6312,Human
439390,8611850,0,Bot
439391,7776101,0.5466,Human
439396,7318244,0,Human
439400,10870214,0.6931,Human
439402,11057603,0.9003,Human
439411,11076404,0,Human
439413,6927049,0.8676,Human
439414,6889513,0.9225,Human
439415,11077903,0,Bot
439417,2324906,0.8609,Human
439418,10214034,0,Human
439419,11091104,0.6931,Human
439420,8164476,0.6365,Human
439424,10776120,0.8775,Human
439426,6993328,0.4691,Human
439430,11089432,0.6916,Human
439431,9879137,0,Human
439432,10247595,0.9433,Human
439434,10859229,0.0836,Bot
439435,10817432,0.7545,Human
439436,10859243,0,Bot
439438,8287651,0.6365,Human
439439,11030672,1.2025,Human
439440,7433219,0.2547,Human
439442,7138949,0.6375,Human
439443,11074009,0,Human
439445,8499501,1.0314,Human
439458,9540592,0.9433,Human
439462,10271284,0.6365,Human
439463,11090345,0,Human
439465,7340008,0.632,Human
439471,11091494,0,Human
439472,11085015,0,Human
439475,11091640,0.9937,Human
439478,11091494,0.7394,Human
439479,8640729,0.5091,Human
439481,7771751,0.4101,Human
439482,8633183,0.7963,Human
439483,5254725,1.0992,Human
439485,11079056,0.8266,Human
439486,7006991,0.9519,Human
439487,4224327,1.3863,Human
439493,10619796,1.277,Human
439494,8435645,0.9503,Human
439499,8828801,1.1776,Bot
439502,10833054,0,Bot
439503,7132499,0.6365,Human
439504,6653792,1.4621,Human
439506,6254974,0.8676,Human
439510,11091821,0.9901,Human
439512,9013882,1.3326,Human
439513,9463866,1.2637,Human
439514,11091808,0.6837,Human
439517,7043134,1.0521,Human
439521,9175299,0.965,Human
439522,9463866,1.0813,Human
439523,8343498,1.0776,Human
439525,11091692,0,Human
439528,9028954,0,Human
439529,10299862,0.9609,Bot
439531,7618665,0.9565,Human
439533,11091803,0.867,Human
439535,11079166,0.6785,Bot
439536,7723023,0,Human
439538,6775606,1.0275,Human
439540,9738815,0.6365,Human
439541,8835617,0.7826,Human
439544,7141203,0.6931,Human
439546,11091936,0.6931,Human
439551,8791054,0.9932,Human
439555,7482040,0,Human
439556,11091954,0.673,Human
439557,11091984,0,Human
439558,4503397,0.6931,Human
439561,7009437,0.7941,Human
439564,8934916,0.7683,Human
439565,6694594,0.7356,Human
439568,10780512,0,Human
439571,10478107,0,Human
439573,10743890,0.7288,Human
439575,10957597,1.0397,Human
439576,11060478,0.8423,Human
439580,7786346,1.0549,Human
439581,11036364,1.2594,Human
439592,7341299,0.9165,Human
439596,6306750,0,Human
439599,8293453,0.6804,Human
439605,8002591,1.1198,Human
439606,6679930,0,Human
439607,9879137,1.358,Human
439608,10949873,0.713,Human
439612,9447474,1.0981,Human
439615,6416898,0.5623,Human
439616,8839210,0.5389,Human
439618,6664304,1.3757,Human
439627,10912492,1.0397,Human
439639,7409659,0.6002,Human
439641,6746669,1.1685,Human
439642,7764574,1.2247,Human
439643,7145773,1.1923,Human
439644,8036761,1.1829,Human
439646,10771179,0,Human
439648,7336239,0,Human
439649,10358117,0.6365,Human
439650,10806863,1.3322,Human
439651,11079632,1.0397,Human
439653,11087844,1.3322,Human
439654,10780887,0.6365,Human
439655,6653792,0,Human
439656,7605325,0.6365,Human
439662,7234232,0.789,Human
439664,10235289,0,Bot
439670,7498998,0,Human
439674,8634285,1.3002,Human
439676,10865918,1.1643,Human
439678,6217514,0.9503,Human
439679,10774923,0.656,Human
439682,6322147,0.5623,Human
439683,10583263,1.1986,Human
439685,8055469,0,Human
439692,7855721,1.0855,Human
439693,6708614,0,Human
439694,11089989,0.6365,Human
439695,6720251,0.5632,Human
439697,11088499,0.876,Human
439698,11089989,1.0625,Human
439699,11089251,0.8955,Human
439700,11089251,0,Human
439707,11065493,0.6871,Human
439709,7617623,0,Human
439710,11072866,0.3488,Human
439712,6472174,0.5825,Human
439713,11092875,0,Human
439714,11072870,0.8128,Human
439716,10946177,0.8447,Human
439719,10528383,1.3209,Human
439720,9324670,0.7306,Human
439721,10768528,0.5196,Bot
439722,6711878,0,Human
439723,9350091,0,Human
439726,11092901,0.5297,Bot
439728,6579145,0.5983,Human
439729,6579145,0.9503,Human
439730,11093124,0.8386,Human
439731,11092928,0.6365,Bot
439735,11092951,0.5983,Bot
439737,6879744,1.0889,Human
439738,11067933,0.995,Human
439741,7932412,0,Human
439742,11092972,0.4506,Bot
439743,9365757,0.5367,Human
439747,11003107,0.5004,Human
439748,7274664,0,Human
439750,11076817,0,Bot
439752,11076826,0,Bot
439758,9703278,1.2119,Human
439760,11093362,0,Human
439761,9282763,1.0986,Human
439764,8097687,0.7512,Human
439771,11093571,1.0114,Human
439776,10770051,0.3307,Human
439781,10880342,0.7038,Human
439787,6460404,1.1358,Human
439788,11093666,0,Human
439791,10946187,0,Human
439793,8793123,0.6792,Human
439795,11093750,0.876,Human
439797,10359332,0.7796,Human
439800,6908892,0,Human
439801,10741267,0.2237,Bot
439802,10741248,0.7608,Bot
439804,6749640,0.4101,Human
439806,7183269,1.2581,Human
439808,11093951,1.0397,Human
439810,10246598,0.7687,Human
439813,6930179,1.2672,Human
439816,7625954,0,Human
439817,7209299,1.5136,Human
439818,11050229,1.0335,Human
439820,11071211,1.3322,Bot
439821,9723206,0.2706,Human
439825,7208315,1.3506,Human
439826,11094180,1.0549,Human
439827,11081107,0.8884,Human
439828,11074646,0.7412,Human
439829,8587014,0.4851,Human
439831,9212689,0.2868,Human
439833,6492667,0,Human
439837,8403495,1.0114,Human
439842,10474339,1.0822,Human
439847,6375432,1.1088,Human
439849,8920442,1.2773,Human
439855,9044043,1.277,Bot
439857,10868380,0,Human
439858,4773469,0.6931,Human
439861,11094237,0.753,Human
439863,11094540,0.687,Human
439866,6110961,0.6748,Human
439867,9825242,0.5899,Human
439869,9388728,1.0195,Human
439871,9302030,0.8487,Human
439873,3967574,0.6931,Human
439874,8740760,0.6365,Human
439875,11018080,1.3297,Bot
439876,11005889,0.5727,Bot
439878,11093124,0.5655,Human
439879,7754686,1.0534,Human
439881,6481998,1.1376,Human
439882,6321770,0.7496,Bot
439884,11094129,0,Bot
439885,11094134,0,Bot
439886,11094141,0,Bot
439887,11093801,0,Bot
439888,11086645,0.6461,Bot
439889,5521687,1.0052,Human
439890,11093806,0.1327,Bot
439891,11085990,0.1398,Human
439893,7866926,0,Human
439894,11094111,0,Bot
439896,11085997,0.123,Bot
439898,8887703,1.3922,Human
439899,11086015,0.2338,Human
439905,11094425,0.6931,Human
439906,10512680,0.6365,Human
439910,6498620,0,Human
439914,9246779,0.8939,Human
439916,8843197,1.2407,Human
439919,6350638,1.072,Human
439920,7407263,0,Human
439922,11093439,1.0114,Human
439924,6569814,0.6616,Human
439927,9654846,0.8644,Bot
439929,8644537,0,Human
439932,11086656,0.6925,Bot
439937,9455209,0.9503,Human
439945,11095299,1.049,Human
439951,8046060,1.0442,Human
439952,11095351,0,Human
439954,10886514,0.6931,Human
439955,6328786,0.9747,Human
439956,9709650,0,Bot
439957,8363253,1.4293,Human
439958,8844632,0,Human
439959,7036393,0.8935,Human
439961,3920943,1.1682,Human
439965,10690305,1.3408,Human
439967,9483582,1.3904,Human
439969,5716778,0.7045,Human
439973,7220158,0.9016,Human
439975,7769053,1.2551,Human
439976,10808676,1.0397,Human
439980,6403255,1.0986,Human
439982,8738316,0,Human
439984,8460253,1.0609,Human
439987,8649100,0.8018,Human
439989,11095551,1.0609,Human
439990,7690966,0,Human
439992,8071633,1.4413,Human
439993,8225791,1.2869,Human
439997,11092056,0.8734,Human
439998,11095878,0,Bot
440001,5505640,1.2304,Human
440002,6955850,0.7875,Human
440003,6936689,0,Human
440009,7189077,1.0027,Human
440012,11095918,0.9369,Human
440013,7010629,0,Human
440018,11091776,0.5671,Human
440022,11023148,0,Bot
440026,10947081,0.639,Human
440032,6884645,1.0986,Human
440033,10491272,1.3048,Human
440034,11096131,1.0593,Human
440037,7995346,0.7557,Human
440038,6872291,0.3927,Human
440040,10745064,0,Human
440041,6250877,0,Human
440045,6494349,0.1327,Human
440047,11087835,1.0772,Human
440048,10783155,1.3298,Human
440051,9227002,1.2432,Human
440054,10479385,0,Human
440058,6731684,0.6829,Human
440060,3844081,0,Human
440065,9413970,1.277,Human
440073,11096259,0.8302,Human
440075,10528730,0.7356,Bot
440076,6565861,1.4127,Human
440080,8090688,0.7654,Human
440082,8619181,1.4704,Bot
440083,6654094,1.0114,Human
440084,8710500,1.2435,Human
440085,8297498,0,Human
440087,6793759,1.2223,Human
440088,11023436,0.9184,Human
440090,7677751,0.2573,Human
440092,6601983,0,Human
440094,10707768,0.8678,Human
440095,7510572,0.8079,Human
440099,11096335,0.6365,Human
440104,6403255,0.8237,Human
440107,7010961,0.947,Human
440108,7264284,1.3229,Human
440110,11096372,0.9742,Human
440114,8938468,1.12,Human
440117,11070969,1.0362,Human
440120,9324670,0.3251,Human
440125,6346084,1.0433,Human
440126,9450735,0.6365,Human
440127,6209796,0.2237,Bot
440130,11008452,0,Bot
440131,11071211,0,Bot
440132,11084252,0,Human
440136,11061510,0,Human
440137,9012743,0.3488,Human
440138,6456884,1.499,Human
440139,8321681,1.0516,Human
440140,9306732,1.1002,Human
440141,6689231,1.3141,Human
440142,11096521,0.9503,Human
440143,11072993,1.1442,Human
440144,11095774,0.7767,Human
440146,6880446,1.0941,Human
440147,11013890,1.1845,Human
440149,8299904,0,Human
440150,11059753,1.0106,Human
440152,10645417,1.0867,Human
440154,9942542,1.0037,Human
440159,9280145,0,Human
440169,10465662,0.7659,Human
440174,6790630,0,Human
440175,7645524,1.0858,Human
440178,10501538,0.9165,Human
440179,8976050,0,Human
440184,10353598,0.7288,Human
440191,3879464,0,Human
440193,11061510,0,Human
440196,11086633,0.6931,Human
440197,6451034,0.6931,Human
440202,11096952,0,Human
440203,8437744,0.6709,Human
440205,11097059,0,Human
440206,6777748,0,Human
440207,11097096,1.3298,Human
440208,8178098,0,Bot
440209,11097096,1.4735,Human
440210,11003383,0.5319,Human
440216,11096671,0,Bot
440218,8915516,0.6365,Human
440219,11096679,0.1217,Bot
440220,11069921,0.673,Bot
440221,7278541,0,Human
440222,11070517,0.6036,Bot
440225,7081745,0.4101,Human
440226,9864099,0.7743,Human
440227,11090309,0,Bot
440229,9647134,0.5506,Human
440232,11036822,0,Human
440236,9321303,1.0397,Human
